1,1,9.99000999000999E-4,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
698,2,0.6973026973026973,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
699,1,0.6983016983016983,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
699,2,0.6983016983016983,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
700,1,0.6993006993006993,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
700,2,0.6993006993006993,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
701,1,0.7002997002997003,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
701,2,0.7002997002997003,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
702,1,0.7012987012987013,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
702,2,0.7012987012987013,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
703,1,0.7022977022977023,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
703,2,0.7022977022977023,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
704,1,0.7032967032967034,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
704,2,0.7032967032967034,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
705,1,0.7042957042957043,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
705,2,0.7042957042957043,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
706,1,0.7052947052947053,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
706,2,0.7052947052947053,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
707,1,0.7062937062937062,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
707,2,0.7062937062937062,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
708,1,0.7072927072927073,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
708,2,0.7072927072927073,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
709,1,0.7082917082917083,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
709,2,0.7082917082917083,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
710,1,0.7092907092907093,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
710,2,0.7092907092907093,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
711,1,0.7102897102897103,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
711,2,0.7102897102897103,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
712,1,0.7112887112887113,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
712,2,0.7112887112887113,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
713,1,0.7122877122877123,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
713,2,0.7122877122877123,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
714,1,0.7132867132867133,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
714,2,0.7132867132867133,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
715,1,0.7142857142857143,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
715,2,0.7142857142857143,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
716,1,0.7152847152847153,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
716,2,0.7152847152847153,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
717,1,0.7162837162837162,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
717,2,0.7162837162837162,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
718,1,0.7172827172827173,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
718,2,0.7172827172827173,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
719,1,0.7182817182817183,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
719,2,0.7182817182817183,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
720,1,0.7192807192807192,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
720,2,0.7192807192807192,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
721,1,0.7202797202797203,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
721,2,0.7202797202797203,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
722,1,0.7212787212787213,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
722,2,0.7212787212787213,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
723,1,0.7222777222777222,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
723,2,0.7222777222777222,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
724,1,0.7232767232767233,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
724,2,0.7232767232767233,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
725,1,0.7242757242757243,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
725,2,0.7242757242757243,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
726,1,0.7252747252747253,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
726,2,0.7252747252747253,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
727,1,0.7262737262737263,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
727,2,0.7262737262737263,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
