1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
639,1,0.6383616383616384,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
639,2,0.6383616383616384,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Congress center, Sport: Hiking, Environment: Square])
640,1,0.6393606393606394,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
640,2,0.6393606393606394,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
641,1,0.6403596403596403,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
641,2,0.6403596403596403,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Indoor activities, Environment: Square])
642,1,0.6413586413586414,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Special streets])
642,2,0.6413586413586414,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Indoor activities, Environment: Square])
643,1,0.6423576423576424,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
643,2,0.6423576423576424,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Indoor activities, Environment: Square])
644,1,0.6433566433566433,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Political stability, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
644,2,0.6433566433566433,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Hiking, Environment: Square])
645,1,0.6443556443556444,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Political stability, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
645,2,0.6443556443556444,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Streets, Culture: Music hall, Sport: Adventure, Environment: Square])
646,1,0.6453546453546454,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Political stability, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
646,2,0.6453546453546454,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: International cuisine, Shopping: Shopping malls, Culture: Museum, Sport: Indoor activities, Environment: Square])
647,1,0.6463536463536463,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Political stability, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
647,2,0.6463536463536463,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Museum, Sport: Hiking, Environment: Square])
648,1,0.6473526473526473,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Special streets])
648,2,0.6473526473526473,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Museum, Sport: Hiking, Environment: Square])
649,1,0.6483516483516484,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Special streets])
649,2,0.6483516483516484,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
650,1,0.6493506493506493,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Special streets])
650,2,0.6493506493506493,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
651,1,0.6503496503496503,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Special streets])
651,2,0.6503496503496503,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Streets, Culture: Art gallery, Sport: Hiking, Environment: Square])
652,1,0.6513486513486514,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Special streets])
652,2,0.6513486513486514,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Streets, Culture: Art gallery, Sport: Adventure, Environment: Square])
653,1,0.6523476523476524,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
653,2,0.6523476523476524,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
654,1,0.6533466533466533,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
654,2,0.6533466533466533,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
655,1,0.6543456543456544,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
655,2,0.6543456543456544,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Indoor activities, Environment: Square])
656,1,0.6553446553446554,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
656,2,0.6553446553446554,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Markets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
657,1,0.6563436563436563,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
657,2,0.6563436563436563,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Historical places])
658,1,0.6573426573426573,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
658,2,0.6573426573426573,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
659,1,0.6583416583416584,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
659,2,0.6583416583416584,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
660,1,0.6593406593406593,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
660,2,0.6593406593406593,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
661,1,0.6603396603396603,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
661,2,0.6603396603396603,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
662,1,0.6613386613386614,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
662,2,0.6613386613386614,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Museum, Sport: Outdoor activities, Environment: Square])
663,1,0.6623376623376623,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
663,2,0.6623376623376623,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Indoor activities, Environment: Square])
664,1,0.6633366633366633,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
664,2,0.6633366633366633,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Indoor activities, Environment: Square])
665,1,0.6643356643356644,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
665,2,0.6643356643356644,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Hiking, Environment: Square])
666,1,0.6653346653346653,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Parks and Gardens])
666,2,0.6653346653346653,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Hiking, Environment: Square])
667,1,0.6663336663336663,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
667,2,0.6663336663336663,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
668,1,0.6673326673326674,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
668,2,0.6673326673326674,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
669,1,0.6683316683316683,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
669,2,0.6683316683316683,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Historical places])
670,1,0.6693306693306693,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
670,2,0.6693306693306693,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Markets, Culture: Museum, Sport: Bike tours, Environment: Square])
671,1,0.6703296703296703,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
671,2,0.6703296703296703,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: Local cuisine, Shopping: Markets, Culture: Congress center, Sport: Bike tours, Environment: Square])
672,1,0.6713286713286714,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
672,2,0.6713286713286714,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
673,1,0.6723276723276723,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
673,2,0.6723276723276723,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: International cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Indoor activities, Environment: Square])
